"";"mod2";"modalite";"sp1";"sp2";"pot";"sp";"ind";"etat";"origine";"nbleaves1";"le length";"le width";"st diam";"st length";"obs";"date";"mort";"area";"masse";"masse_tot.x";"vol";"masse_tot.y";"vol_tot";"diffmass";"diffvol";"X";"nom_binomial";"basisOfRecord";"individualCount";"kingdom";"recordedBy";"eventDate";"country";"countryCode";"island";"licence"
"318";"INTER4 COPBOR PSICAT 4 PSICAT 4";"INTER4";"COPBOR";"PSICAT";4;"PSICAT";4;1;NA;10;1,6;1;0,9;1,8;"MR, NS";2024-10-04;NA;1,6;0,00576957297563667;0,0576957297563667;1,62;6,46309090909091;62,05;6,40539517933454;60,43;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"319";"INTER4 COPBOR PSICAT 5 COPBOR 1";"INTER4";"COPBOR";"PSICAT";5;"COPBOR";1;1;NA;4;2;0,8;1;2,9;"MR, NS";2024-10-04;NA;1,6;0,00714289799476518;0,0285715919790607;2,9;0,308;0,5775;0,279428408020939;-2,3225;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"320";"INTER4 COPBOR PSICAT 5 COPBOR 2";"INTER4";"COPBOR";"PSICAT";5;"COPBOR";2;1;NA;6;2;0,75;1;2,8;"MR, NS";2024-10-04;NA;1,5;0,00683909646914369;0,0410345788148622;2,8;0,128;0,5775;0,0869654211851379;-2,2225;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"321";"INTER4 COPBOR PSICAT 5 COPBOR 3";"INTER4";"COPBOR";"PSICAT";5;"COPBOR";3;1;NA;4;2;0,8;0,9;2,1;"MR, NS";2024-10-04;NA;1,6;0,00714289799476518;0,0285715919790607;1,89;0;0;-0,0285715919790607;-1,89;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"322";"INTER4 COPBOR PSICAT 5 PSICAT 4";"INTER4";"COPBOR";"PSICAT";5;"PSICAT";4;1;NA;10;1,4;0,7;0,9;2,8;"MR, NS";2024-10-04;NA;0,98;0,00307152474646507;0,0307152474646507;2,52;9,38146666666667;21,6125;9,35075141920202;19,0925;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"323";"INTER4 COPBOR SEALON 1 COPBOR 1";"INTER4";"COPBOR";"SEALON";1;"COPBOR";1;1;NA;4;2;0,75;1,05;2,1;"MR, AM";2024-10-11;NA;1,5;0,00683909646914369;0,0273563858765748;2,205;0,22;0,145;0,192643614123425;-2,06;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"324";"INTER4 COPBOR SEALON 1 COPBOR 2";"INTER4";"COPBOR";"SEALON";1;"COPBOR";2;1;NA;4;2,2;1,95;1,1;2,1;"MR, AM";2024-10-11;NA;4,29;0,0153151590339832;0,0612606361359329;2,31;0,1015;0,135;0,0402393638640671;-2,175;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"325";"INTER4 COPBOR SEALON 1 COPBOR 3";"INTER4";"COPBOR";"SEALON";1;"COPBOR";3;1;NA;6;1,8;0,7;1,15;2,2;"MR, AM";2024-10-11;NA;1,26;0,00610997280765212;0,0366598368459127;2,53;0,132;0,13;0,0953401631540873;-2,4;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"326";"INTER4 COPBOR SEALON 1 SEALON 4";"INTER4";"COPBOR";"SEALON";1;"SEALON";4;1;NA;3;1,8;1,6;0,7;1,9;"MR, AM";2024-10-11;NA;2,88;0,0026289803017108;0,00920143105598781;1,33;16,909;69,2;16,899798568944;67,87;17;"Searsia longipes";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"327";"INTER4 COPBOR SEALON 2 COPBOR 1";"INTER4";"COPBOR";"SEALON";2;"COPBOR";1;1;NA;4;1,5;0,65;1,2;2,1;"MR, AM";2024-10-11;NA;0,975;0,00524413845963088;0,0209765538385235;2,52;0,176;0,7;0,155023446161477;-1,82;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"328";"INTER4 COPBOR SEALON 2 COPBOR 2";"INTER4";"COPBOR";"SEALON";2;"COPBOR";2;0;NA;4;2,75;0,75;1;2,75;"MR, AM";2024-10-11;NA;2,0625;0,00854798005076456;0,0341919202030583;2,75;0,054;0,25;0,0198080797969417;-2,5;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"329";"INTER4 COPBOR SEALON 2 COPBOR 3";"INTER4";"COPBOR";"SEALON";2;"COPBOR";3;1;NA;4;1,9;0,75;0,85;2,3;"MR, AM";2024-10-11;NA;1,425;0,00661124532492757;0,0264449812997103;1,955;0,155;0,57;0,12855501870029;-1,385;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"330";"INTER4 COPBOR SEALON 2 SEALON 4";"INTER4";"COPBOR";"SEALON";2;"SEALON";4;1;NA;7;2,5;2,5;0,8;2,4;"MR, AM";2024-10-11;NA;6,25;0,00827639048190144;0,0579347333733101;1,92;23,8806666666667;79,47;23,8227319332934;77,55;17;"Searsia longipes";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"331";"INTER4 COPBOR SEALON 3 COPBOR 1";"INTER4";"COPBOR";"SEALON";3;"COPBOR";1;1;NA;4;2,3;0,85;1,25;2,2;"MR, AM";2024-10-11;NA;1,955;0,00822139341072146;0,0328855736428859;2,75;0,0746666666666667;0,3;0,0417810930237808;-2,45;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"332";"INTER4 COPBOR SEALON 3 COPBOR 2";"INTER4";"COPBOR";"SEALON";3;"COPBOR";2;1;NA;6;2,2;0,8;1,25;2,6;"MR, AM";2024-10-11;NA;1,76;0,00762898043575956;0,0457738826145574;3,25;0,056;0,25;0,0102261173854426;-3;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"333";"INTER4 COPBOR SEALON 3 COPBOR 3";"INTER4";"COPBOR";"SEALON";3;"COPBOR";3;1;NA;6;2,1;0,6;0,9;2,3;"MR, AM";2024-10-11;NA;1,26;0,00610997280765212;0,0366598368459127;2,07;0,0245;0,25;-0,0121598368459127;-1,82;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"334";"INTER4 COPBOR SEALON 3 SEALON 4";"INTER4";"COPBOR";"SEALON";3;"SEALON";4;1;NA;6;2,5;2,3;1,05;2,3;"MR, AM";2024-10-11;NA;5,75;0,00743849579641321;0,0446309747784793;2,415;12,4428571428571;52,5;12,3982261680787;50,085;17;"Searsia longipes";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"335";"INTER4 COPBOR SEALON 4 COPBOR 1";"INTER4";"COPBOR";"SEALON";4;"COPBOR";1;1;NA;6;2,15;0,6;0,95;3,5;"MR, AM";2024-10-11;NA;1,29;0,00620111326533857;0,0372066795920314;3,325;0,042;0,37;0,0047933204079686;-2,955;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"336";"INTER4 COPBOR SEALON 4 COPBOR 2";"INTER4";"COPBOR";"SEALON";4;"COPBOR";2;1;NA;4;1,85;0,75;1,05;2,8;"MR, AM";2024-10-11;NA;1,3875;0,00649731975281952;0,0259892790112781;2,94;0,06;0,35;0,0340107209887219;-2,59;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"337";"INTER4 COPBOR SEALON 4 COPBOR 3";"INTER4";"COPBOR";"SEALON";4;"COPBOR";3;1;NA;4;1,9;0,9;1,05;2,1;"MR, AM";2024-10-11;NA;1,71;0,00747707967294882;0,0299083186917953;2,205;0,084;0,28;0,0540916813082047;-1,925;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"338";"INTER4 COPBOR SEALON 4 SEALON 4";"INTER4";"COPBOR";"SEALON";4;"SEALON";4;1;NA;7;2,5;2,4;0,95;1,9;"MR, AM";2024-10-11;NA;6;0,00785744313915732;0,0550021019741013;1,805;40,7217857142857;75,6;40,6667836123116;73,795;17;"Searsia longipes";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"339";"INTER4 COPBOR SEALON 5 COPBOR 1";"INTER4";"COPBOR";"SEALON";5;"COPBOR";1;1;NA;4;1,8;0,6;1,1;1,9;"MR, AM";2024-10-11;NA;1,08;0,00556313006153344;0,0222525202461338;2,09;0,065;0,54;0,0427474797538662;-1,55;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"340";"INTER4 COPBOR SEALON 5 COPBOR 2";"INTER4";"COPBOR";"SEALON";5;"COPBOR";2;1;NA;4;2,15;0,7;1,15;2;"MR, AM";2024-10-11;NA;1,505;0,00685428654542476;0,0274171461816991;2,3;0,085;0,52;0,0575828538183009;-1,78;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"341";"INTER4 COPBOR SEALON 5 COPBOR 3";"INTER4";"COPBOR";"SEALON";5;"COPBOR";3;1;NA;6;1,9;0,7;0,95;1,7;"MR, AM";2024-10-11;NA;1,33;0,00632263387558716;0,037935803253523;1,615;0,075;0,46;0,037064196746477;-1,155;3;"Coptosperma borbonicum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"342";"INTER4 COPBOR SEALON 5 SEALON 4";"INTER4";"COPBOR";"SEALON";5;"SEALON";4;1;NA;5;2,7;2,2;0,9;3,1;"MR, AM";2024-10-11;NA;5,94;0,00775689577689874;0,0387844788844937;2,79;25,866;87,6;25,8272155211155;84,81;17;"Searsia longipes";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"343";"INTER4 CROMAU HIPBEN 1 CROMAU 1";"INTER4";"CROMAU";"HIPBEN";1;"CROMAU";1;1;NA;7;5,5;3;2;7,8;"MA, VA, MR";2024-10-03;NA;16,5;0,0383283502627378;0,268298451839165;15,6;1,3585;10,5;1,09020154816083;-5,1;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"344";"INTER4 CROMAU HIPBEN 1 CROMAU 2";"INTER4";"CROMAU";"HIPBEN";1;"CROMAU";2;1;NA;6;3,8;2;2;5;"MA, VA, MR";2024-10-03;NA;7,6;0,0153359182126667;0,0920155092760003;10;0,783;6;0,690984490724;-4;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"345";"INTER4 CROMAU HIPBEN 1 CROMAU 3";"INTER4";"CROMAU";"HIPBEN";1;"CROMAU";3;1;NA;9;5,5;2,7;2,5;8,1;"MA, VA, MR";2024-10-03;NA;14,85;0,0340657083658145;0,306591375292331;20,25;3,344;43,2;3,03740862470767;22,95;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"346";"INTER4 CROMAU HIPBEN 1 HIPBEN 4";"INTER4";"CROMAU";"HIPBEN";1;"HIPBEN";4;0;NA;2;6;1,5;2,5;7,1;"MA, VA, MR";2024-10-03;NA;9;0,0429208282268105;0,0858416564536211;17,75;0,2055;1;0,119658343546379;-16,75;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"347";"INTER4 CROMAU HIPBEN 2 CROMAU 1";"INTER4";"CROMAU";"HIPBEN";2;"CROMAU";1;1;NA;8;4,5;2,2;2;6,7;"MA, VA, MR";2024-10-03;NA;9,9;0,0212777826750447;0,170222261400357;13,4;1,265;10,725;1,09477773859964;-2,675;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"348";"INTER4 CROMAU HIPBEN 2 CROMAU 2";"INTER4";"CROMAU";"HIPBEN";2;"CROMAU";2;1;NA;8;6,5;3,1;3;7,2;"MA, VA, MR";2024-10-03;NA;20,15;0,0477578308225985;0,382062646580788;21,6;2,358;15,5;1,97593735341921;-6,1;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"349";"INTER4 CROMAU HIPBEN 2 CROMAU 3";"INTER4";"CROMAU";"HIPBEN";2;"CROMAU";3;1;NA;7;6,7;3,4;3;6,8;"MA, VA, MR";2024-10-03;NA;22,78;0,054552223664361;0,381865565650527;20,4;1,14;8,5;0,758134434349473;-11,9;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"350";"INTER4 CROMAU HIPBEN 2 HIPBEN 4";"INTER4";"CROMAU";"HIPBEN";2;"HIPBEN";4;1;NA;5;7;2,1;2,5;8,2;"MA, VA, MR";2024-10-03;NA;14,7;0,0607251208334892;0,303625604167446;20,5;1,326;14,56;1,02237439583255;-5,94;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"351";"INTER4 CROMAU HIPBEN 3 CROMAU 1";"INTER4";"CROMAU";"HIPBEN";3;"CROMAU";1;1;NA;9;5,5;3,3;2;8;"MA, VA, MR";2024-10-03;NA;18,15;0,0425909921596611;0,38331892943695;16;0;0;-0,38331892943695;-16;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"352";"INTER4 CROMAU HIPBEN 3 CROMAU 2";"INTER4";"CROMAU";"HIPBEN";3;"CROMAU";2;1;NA;5;5,2;3;2;7,3;"MA, VA, MR";2024-10-03;NA;15,6;0,036003272864416;0,18001636432208;14,6;1,568;21,58;1,38798363567792;6,98;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"353";"INTER4 CROMAU HIPBEN 3 CROMAU 3";"INTER4";"CROMAU";"HIPBEN";3;"CROMAU";3;1;NA;7;7,2;4;3;8,3;"MA, VA, MR";2024-10-03;NA;28,8;0,0701044080398024;0,490730856278617;24,9;2,0485;21,84;1,55776914372138;-3,06;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"354";"INTER4 CROMAU HIPBEN 3 HIPBEN 4";"INTER4";"CROMAU";"HIPBEN";3;"HIPBEN";4;0;NA;4;5,2;1,5;2;6,2;"MA, VA, MR";2024-10-03;NA;7,8;0,0391725560990887;0,156690224396355;12,4;0,552;3,43;0,395309775603645;-8,97;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"355";"INTER4 CROMAU HIPBEN 4 CROMAU 1";"INTER4";"CROMAU";"HIPBEN";4;"CROMAU";1;1;NA;5;5;3;2;4,2;"MA, VA, MR";2024-10-03;NA;15;0,0344532212655348;0,172266106327674;8,4;1,026;8,833;0,853733893672326;0,433;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"356";"INTER4 CROMAU HIPBEN 4 CROMAU 2";"INTER4";"CROMAU";"HIPBEN";4;"CROMAU";2;1;NA;7;6,5;3,2;2;7,5;"MA, VA, MR";2024-10-03;NA;20,8;0,0494370533880531;0,346059373716372;15;1,755;13,794;1,40894062628363;-1,206;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"357";"INTER4 CROMAU HIPBEN 4 CROMAU 3";"INTER4";"CROMAU";"HIPBEN";4;"CROMAU";3;1;NA;7;6,2;3,3;2,5;6,8;"MA, VA, MR";2024-10-03;NA;20,46;0,0485586908153537;0,339910835707476;17;3,1425;19,593;2,80258916429252;2,593;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"358";"INTER4 CROMAU HIPBEN 4 HIPBEN 4";"INTER4";"CROMAU";"HIPBEN";4;"HIPBEN";4;0;NA;3;5;1,6;2,5;6;"MA, VA, MR";2024-10-03;NA;8;0,0397972681203757;0,119391804361127;15;1,5295;6,461;1,41010819563887;-8,539;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"359";"INTER4 CROMAU HIPBEN 5 CROMAU 1";"INTER4";"CROMAU";"HIPBEN";5;"CROMAU";1;1;NA;7;6,3;3,4;2;4,2;"MA, VA, MR";2024-10-03;NA;21,42;0,0510387733735636;0,357271413614946;8,4;1,368;8,6;1,01072858638506;0,199999999999999;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"360";"INTER4 CROMAU HIPBEN 5 CROMAU 2";"INTER4";"CROMAU";"HIPBEN";5;"CROMAU";2;1;NA;9;5,8;3,5;2;5,2;"MA, VA, MR";2024-10-03;NA;20,3;0,0481453437223187;0,433308093500869;10,4;1,065;11;0,631691906499131;0,6;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"361";"INTER4 CROMAU HIPBEN 5 CROMAU 3";"INTER4";"CROMAU";"HIPBEN";5;"CROMAU";3;1;NA;7;5,5;2,9;2,5;5,8;"MA, VA, MR";2024-10-03;NA;15,95;0,0369074696304301;0,25835228741301;14,5;0,595;6,6;0,33664771258699;-7,9;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"362";"INTER4 CROMAU HIPBEN 5 HIPBEN 4";"INTER4";"CROMAU";"HIPBEN";5;"HIPBEN";4;0;NA;6;9;2,8;2;7,8;"MA, VA, MR";2024-10-03;NA;25,2;0,093522501951055;0,56113501170633;15,6;2,304;9,84;1,74286498829367;-5,76;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"363";"INTER4 CROMAU PSICAT 1 CROMAU 1";"INTER4";"CROMAU";"PSICAT";1;"CROMAU";1;1;NA;6;4,2;2,6;2;4,8;"TV, MR";2024-10-03;NA;10,92;0,0239128703931427;0,143477222358856;9,6;0,879666666666667;8,89;0,736189444307811;-0,710000000000001;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"364";"INTER4 CROMAU PSICAT 1 CROMAU 2";"INTER4";"CROMAU";"PSICAT";1;"CROMAU";2;1;NA;6;7;3,3;1;8,4;"TV, MR";2024-10-03;NA;23,1;0,055378917850431;0,332273507102586;8,4;1,968;21,84;1,63572649289741;13,44;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"365";"INTER4 CROMAU PSICAT 1 CROMAU 3";"INTER4";"CROMAU";"PSICAT";1;"CROMAU";3;1;NA;9;6;3;2;5,4;"TV, MR";2024-10-03;NA;18;0,0422034792599408;0,379831313339468;10,8;2,936;24,3;2,55616868666053;13,5;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"366";"INTER4 CROMAU PSICAT 1 PSICAT 4";"INTER4";"CROMAU";"PSICAT";1;"PSICAT";4;1;NA;8;1,1;0,6;1;1,7;"TV, MR";2024-10-03;NA;0,66;0,00167898372495715;0,0134318697996572;1,7;1,2054;5,796;1,19196813020034;4,096;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"367";"INTER4 CROMAU PSICAT 2 CROMAU 1";"INTER4";"CROMAU";"PSICAT";2;"CROMAU";1;1;NA;4;3,7;1,9;2;3,7;"TV, MR";2024-10-03;NA;7,03;0,0138633691937296;0,0554534767749183;7,4;1,8395;19,61;1,78404652322508;12,21;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"368";"INTER4 CROMAU PSICAT 2 CROMAU 2";"INTER4";"CROMAU";"PSICAT";2;"CROMAU";2;1;NA;8;5;2,6;2;4,7;"TV, MR";2024-10-03;NA;13;0,0292863826025975;0,23429106082078;9,4;1,9725;13,05;1,73820893917922;3,65;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"369";"INTER4 CROMAU PSICAT 2 CROMAU 3";"INTER4";"CROMAU";"PSICAT";2;"CROMAU";3;1;NA;5;4,7;2,9;2;5;"TV, MR";2024-10-03;NA;13,63;0,0309139367814228;0,154569683907114;10;2,805;27,336;2,65043031609289;17,336;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"370";"INTER4 CROMAU PSICAT 2 PSICAT 4";"INTER4";"CROMAU";"PSICAT";2;"PSICAT";4;1;NA;8;1,3;0,7;1;2,4;"TV, MR";2024-10-03;NA;0,91;0,00276690639801021;0,0221352511840817;2,4;1,34;5,6832;1,31786474881592;3,2832;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"371";"INTER4 CROMAU PSICAT 3 CROMAU 1";"INTER4";"CROMAU";"PSICAT";3;"CROMAU";1;1;NA;5;2,9;1,5;2,5;6,2;"TV, MR";2024-10-03;NA;4,35;0,00693980538539356;0,0346990269269678;15,5;1,3005;10,298;1,26580097307303;-5,202;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"372";"INTER4 CROMAU PSICAT 3 CROMAU 2";"INTER4";"CROMAU";"PSICAT";3;"CROMAU";2;1;NA;6;5,4;3,2;3;7,3;"TV, MR";2024-10-03;NA;17,28;0,0403434173412834;0,2420605040477;21,9;4,932;36,36;4,6899394959523;14,46;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"373";"INTER4 CROMAU PSICAT 3 CROMAU 3";"INTER4";"CROMAU";"PSICAT";3;"CROMAU";3;1;NA;3;3;1,3;2,5;4,5;"TV, MR";2024-10-03;NA;3,9;0,00577726668623266;0,017331800058698;11,25;0,0625;1,425;0,045168199941302;-9,825;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"374";"INTER4 CROMAU PSICAT 3 PSICAT 4";"INTER4";"CROMAU";"PSICAT";3;"PSICAT";4;1;NA;8;1;0,7;1;2,4;"TV, MR";2024-10-03;NA;0,7;0,00185305135264564;0,0148244108211651;2,4;3,575;8,82;3,56017558917884;6,42;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"375";"INTER4 CROMAU PSICAT 4 CROMAU 1";"INTER4";"CROMAU";"PSICAT";4;"CROMAU";1;1;NA;8;5;2,7;2;4,4;"TV, MR";2024-10-03;NA;13,5;0,0305780922683318;0,244624738146655;8,8;0,66;8,085;0,415375261853345;-0,715;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"376";"INTER4 CROMAU PSICAT 4 CROMAU 2";"INTER4";"CROMAU";"PSICAT";4;"CROMAU";2;1;NA;8;4,9;2,8;2;4,5;"TV, MR";2024-10-03;NA;13,72;0,0311464445212549;0,24917155617004;9;2,5365;21,15;2,28732844382996;12,15;4;"Croton mauritianus";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
